likes,body,time
79,"Метформин — один из самых популярных и эффективных препаратов для снижения уровня сахара в крови: его очень часто назначают людям с диабетом второго типа. Помимо этого, у него много других любопытных свойств, и австралийские ученые обнаружили еще одно: оказалось, что у пожилых людей с диабетом второго типа риск развития деменции намного ниже, если они принимают метформин. Правда, почему так происходит, еще предстоит выяснить

https://nplus1.ru/news/2020/09/24/metformin",1600955502
33,"Человечество изобрело множество средств, которые помогают обмениваться информацией на расстоянии. Наш редактор Василий Сычев решил сам сделать одно из таких устройств для общения: на базе микроконтроллера Arduino Nano он собрал лазерный приемо-передатчик кода Морзе — можете взять его опыт на вооружение и собрать свое устройство

https://nplus1.ru/material/2020/06/03/arduino

Партнерский материал",1600953118
27,"Финская топливная компания Neste и британо-нидерландская Royal Dutch Shell договорились о совместном производстве авиационного биотоплива. Компании планируют увеличить объемы производства такого топлива с нынешних 129 миллионов литров в год до 1,9 миллиарда литров в год к 2023 году

https://nplus1.ru/news/2020/09/24/fuel",1600950696
50,"Многие лягушки отличаются большими глазами. Однако до сих пор зоологи плохо понимали, от каких именно факторов зависит размер глаз этих амфибий. Разобраться в этом вопросе удалось команде исследователей, изучивших 220 видов лягушек, жаб и их сородичей. Они обнаружили, что самыми большими глазами обладают древесные и наземные лягушки, а самыми маленькими — роющие и водные. Кроме того, крупные глаза характерны для ночных видов, а также тех, что спариваются среди растительности и в быстрых ручья и реках

https://nplus1.ru/news/2020/09/24/frog-eyes",1600948287
109,"Если у вас проблемы со сном, то это, конечно, повод обратиться к специалисту — а также пересмотреть место для ночного отдыха. Например, можно присмотреться к утяжеленному одеялу: шведские ученые выяснили, что оно облегчает бессонницу у людей с психическими расстройствами. Через четыре недели сна под одеялом весом 6–8 килограммов участникам исследования удалось снизить симптомы бессонницы на 50 процентов, а в течение года после большинство участников избавились от бессонницы вообще. Правда, использовали ученые одеяла, утяжеленные металлическими прутьями, поэтому остается непонятным, подойдет ли старое советское шерстяное

https://nplus1.ru/news/2020/09/24/weighted-blanket",1600945879
112,"Печать органов на 3D-биопринтерах выглядит как наступившее будущее, однако в этом вопросе еще хватает проблем. Например, никак не получалось напечатать функционирующий орган больших размеров (хотя бы больше сантиметра) из-за недостатков гидрогелевых сред или клеточных линий. Швейцарским ученым с помощью стволовых клеток и их свойств удалось напечатать функционирующий эпителий тонкой кишки длиной 1,5 сантиметра, который даже реагировал на раздражение

https://nplus1.ru/news/2020/09/24/macro-scaled-stem-cell",1600943475
22,"Армия США заказала Иллинойсскому университету в Урбане-Шампейне разработку авиационного дизельного двигателя, который мог бы работать на любом виде топлива. В первую очередь специалисты намерены исследовать особенности сгорания разных видов топлива, а также разработать универсальную систему зажигания с догревом с помощью свечей накаливания. Работы планируется завершить в течение четырех лет

https://nplus1.ru/news/2020/09/24/any-type",1600941069
27,"«Лаборатория Касперского» открыла оплачиваемую стажировку SafeBoard! Теперь отбор быстрее, а направлений больше:

• Разработка (C++, C#, Python)
• Ручное и автотестирование
• Исследование угроз
• Системный анализ
• DevOps
• UI/UX-дизайн
• Сисадминство
• Менеджмент продуктов

Заявку можно подать до 4 октября: https://vk.cc/azlndr

#промо",1600938709
30,"«Сбербанк», который теперь называется просто «Сбер», объявил об объединении своих компаний в одноименную экосистему и представил голосовой помощник «Салют». У него есть не только стандартные для подобных программ навыки, но и функция записи пользователя в заведения: алгоритм сам позвонит по телефону и договорится на удобное время. Помощник будет доступен как на смартфонах, так и двух устройствах «Сбера»: умном экране и ТВ-приставке

https://nplus1.ru/news/2020/09/24/sber",1600937073
28,"Межпланетная станция OSIRIS-REx отыскала на поверхности околоземного астероида Бенну необычно яркие валуны, которые, как выяснили ученые, являются фрагментами крупнейшего из известных астероидов — Весты. Судя по всему Бенну, мог столкнуться с ними в прошлом или изначально иметь их в своем составе

https://nplus1.ru/news/2020/09/24/vesta-on-bennu",1600936306
48,"Опасен ли свинец в перовскитных солнечных элементах? Может ли он утечь в почву, например, с дождевой водой? Одни ученые говорят, что нет —  все элементы защищены специальным покрытием, свинца в них очень мало, а его соединения плохо растворимы.  Другие ученые отвечают им, что покрытие может сломаться, а растворимость, хоть и мала, но все же не равна нулю. К тому же дождь может быть кислотным — тогда растворимость еще немного увеличится. Авторы новой работы решили перестраховаться и покрыли солнечный элемент дополнительным слоем из металл-органических каркасных структур с тиольными мостиками. Такой слой не пропускает воду внутрь, а соединения свинца — наружу. В результате можно не только защититься от утечки свинца, но и продлить жизнь солнечному элементу

https://nplus1.ru/news/2020/09/24/Protecting-MOF",1600933904
32,"Желудевые дятлы оказались любителями посмотреть на битвы сородичей. Об этом недавно по-английски написал журнал Current Biology. Мы сначала перевели этот текст на русский язык — https://nplus1.ru/news/2020/09/08/acorn-woodpeckers.
А затем на тувинский — для проекта «Языки России», который делает при содействии АНО «Институт развития интернета»

#языкироссииnplusone",1600931460
10,"Уже совсем скоро начнется СберКонф — презентация, на которой Сбербанк покажет новый логотип, представит подписку СберПрайм, ТВ-приставку с виртуальным ассистентом и много других крутых сервисов.

Подключайтесь и узнайте обо всех сюрпризах первыми: sber.ru/conf

#реклама",1600930805
48,"Что будет значить, если тувинец вам скажет: «Когда я позвонил, ты был аппаратом»? Как тувинский язык влияет на русский? И почему тувинцы не рифмуют стихи, как Есенин? Об этом в 18 ролике проекта «Языки России» рассказывает лингвист и переводчик Виталий Войнов. 

Проект «Языки России» создан при содействии АНО «Институт развития интернета»

#языкироссииnplusone",1600929060
121,"Клонирование людей запретили раз и навсегда. Случится ли то же самое с редактированием генома? Мы прочитали рекомендации международной комиссии ученых и делаем свои прогнозы. Спойлер: кажется, можно будет редактировать почти что угодно, если вы докажете, что ваш случай достаточно серьезный

https://nplus1.ru/material/2020/09/23/whoedits",1600926125
